date,opponent,pitcher,batterHand,battersFaced,velocity,pitchType,location,swing,miss,,
28MAY2024,Carolina,Brown,,,74,SL,13,0,0,,
28MAY2024,Carolina,Brown,,,82,FB,4,1,0,,
28MAY2024,Carolina,Widener,,,78,FB,6,1,0,,
28MAY2024,Carolina,Widener,,,,CH,13,0,0,,
28MAY2024,Carolina,Widener,,,,FB,5,1,0,,
28MAY2024,Carolina,Widener,,,,FB,10,0,0,,
28MAY2024,Carolina,Widener,,,80,FB,11,1,1,,
28MAY2024,Carolina,Widener,,,,FB,6,1,1,,
28MAY2024,Carolina,Widener,,,,CH,12,0,0,,
28MAY2024,Carolina,Widener,,,,FB,1,1,0,,
28MAY2024,Carolina,Widener,,,,CB,12,0,0,,
28MAY2024,Carolina,Widener,,,,SL,13,0,0,,
28MAY2024,Carolina,Widener,,,82,FB,8,1,0,,
28MAY2024,Carolina,Widener,,,82,FB,9,1,0,,
28MAY2024,Carolina,Widener,,,82,FB,8,1,0,,
28MAY2024,Carolina,Widener,,,73,CH,8,1,0,,
28MAY2024,Carolina,Widener,,,78,FB,9,0,0,,
28MAY2024,Carolina,Widener,,,78,SL,9,0,0,,
28MAY2024,Carolina,Widener,,,70,CH,5,0,0,,
28MAY2024,Carolina,Widener,,,66,SL,4,1,0,,
28MAY2024,Carolina,Widener,,,79,FB,9,1,1,,
28MAY2024,Carolina,Widener,,,71,CH,7,0,0,,
28MAY2024,Carolina,Widener,,,67,CB,12,1,1,,
28MAY2024,Carolina,Widener,,,,FB,12,0,0,,
28MAY2024,Carolina,Widener,,,,FB,3,1,1,,
28MAY2024,Carolina,Widener,,,71,CH,13,0,0,,
28MAY2024,Carolina,Widener,,,,FB,7,1,0,,
28MAY2024,Carolina,Widener,,,,CH,12,0,0,,
28MAY2024,Carolina,Widener,,,,FB,5,0,0,,
28MAY2024,Carolina,Widener,,,,SL,6,1,0,,
28MAY2024,Carolina,Widener,,,,SL,13,0,0,,
28MAY2024,Carolina,Widener,,,,CH,12,0,0,,
28MAY2024,Carolina,Widener,,,,FB,10,0,0,,
28MAY2024,Carolina,Widener,,,,SL,13,0,0,,
28MAY2024,Carolina,Widener,,,79,FB,2,1,0,,
28MAY2024,Carolina,Widener,,,67,CB,7,1,0,,
28MAY2024,Carolina,Widener,,,65,CB,5,0,0,,
28MAY2024,Carolina,Widener,,,79,SL,13,1,1,,
28MAY2024,Carolina,Widener,,,79,FB,2,1,1,,
28MAY2024,Carolina,Widener,,,70,CB,13,0,0,,
28MAY2024,Carolina,Widener,,,66,CB,6,1,0,,
28MAY2024,Carolina,Widener,,,,FB,12,0,0,,
28MAY2024,Carolina,Widener,,,77,SL,9,1,0,,
28MAY2024,Carolina,Widener,,,78,FB,5,1,0,,
28MAY2024,Carolina,Widener,,,73,CH,4,1,0,,
28MAY2024,Carolina,Widener,,,80,FB,12,0,0,,
28MAY2024,Carolina,Widener,,,81,FB,5,1,1,,
28MAY2024,Carolina,Widener,,,70,CH,12,0,0,,
28MAY2024,Carolina,Widener,,,83,FB,4,1,1,,
28MAY2024,Carolina,Widener,,,69,CH,1,1,0,,
28MAY2024,Carolina,Widener,,,68,CB,13,0,0,,
28MAY2024,Carolina,Widener,,,81,FB,8,1,0,,
28MAY2024,Carolina,Widener,,,66,CB,12,0,0,,
28MAY2024,Carolina,Widener,,,65,CB,12,0,0,,
28MAY2024,Carolina,Widener,,,83,FB,3,1,1,,
28MAY2024,Carolina,Widener,,,73,CH,7,1,1,,
28MAY2024,Carolina,Widener,,,,CH,4,0,0,,
28MAY2024,Carolina,Widener,,,76,SL,9,1,1,,
04JUN2024,High Point,Widener,R,1,75,FB,8,0,0,,
04JUN2024,High Point,Widener,R,1,54,FB,11,0,0,,
04JUN2024,High Point,Widener,R,1,,SL,9,0,0,,
04JUN2024,High Point,Widener,R,1,74,FB,5,1,0,,
04JUN2024,High Point,Widener,R,2,66,SL,13,0,0,,
04JUN2024,High Point,Widener,R,2,78,FB,3,0,0,,
04JUN2024,High Point,Widener,R,2,76,FB,9,0,0,,
04JUN2024,High Point,Widener,R,2,78,FB,13,1,1,,
04JUN2024,High Point,Widener,R,3,,CH,8,0,0,,
04JUN2024,High Point,Widener,R,3,78,FB,2,1,0,,
07JUN2024,Reidsville,Snelson,R,1,86,FB,4,0,0,,
07JUN2024,Reidsville,Snelson,R,1,85,FB,13,0,0,,
07JUN2024,Reidsville,Snelson,R,1,83,FB,8,1,0,,
07JUN2024,Reidsville,Snelson,R,1,81,FB,10,0,0,,
07JUN2024,Reidsville,Snelson,R,1,79,CH,13,0,0,,
07JUN2024,Reidsville,Snelson,R,1,84,FB,8,1,0,,
07JUN2024,Reidsville,Snelson,R,1,85,FB,13,0,0,,
07JUN2024,Reidsville,Snelson,R,2,78,CH,13,0,0,,
07JUN2024,Reidsville,Snelson,R,2,83,FB,11,0,0,,
07JUN2024,Reidsville,Snelson,R,2,87,FB,1,1,0,,
07JUN2024,Reidsville,Snelson,R,3,81,CH,4,0,0,,
07JUN2024,Reidsville,Snelson,R,3,79,FB,7,1,0,,
07JUN2024,Reidsville,Snelson,R,3,80,CH,13,0,0,,
07JUN2024,Reidsville,Snelson,R,3,85,FB,11,0,0,,
07JUN2024,Reidsville,Snelson,R,3,80,CH,12,1,1,,
07JUN2024,Reidsville,Snelson,R,4,,FB,4,0,0,,
07JUN2024,Reidsville,Snelson,R,4,77,CH,13,1,1,,
07JUN2024,Reidsville,Snelson,R,4,79,FB,12,1,1,,
07JUN2024,Reidsville,Snelson,R,5,79,FB,13,0,0,,
07JUN2024,Reidsville,Snelson,R,5,84,FB,4,1,0,,
07JUN2024,Reidsville,Snelson,R,6,84,FB,6,0,0,,
07JUN2024,Reidsville,Snelson,R,6,82,FB,6,1,0,,
07JUN2024,Reidsville,Snelson,R,6,80,FB,13,0,0,,
07JUN2024,Reidsville,Snelson,R,6,80,FB,10,0,0,,
07JUN2024,Reidsville,Snelson,R,6,,SL,12,0,0,,
07JUN2024,Reidsville,Snelson,R,6,82,FB,4,1,0,,
07JUN2024,Reidsville,Snelson,R,7,78,CH,11,0,0,,
07JUN2024,Reidsville,Snelson,R,7,78,FB,12,0,0,,
07JUN2024,Reidsville,Snelson,R,7,80,CH,5,1,0,,
07JUN2024,Reidsville,Snelson,R,7,77,CB,9,1,0,,
07JUN2024,Reidsville,Snelson,R,7,80,CH,5,1,0,,
07JUN2024,Reidsville,Snelson,L,8,84,FB,5,1,0,,
07JUN2024,Reidsville,Snelson,R,9,,CB,13,0,0,,
07JUN2024,Reidsville,Snelson,R,9,87,FB,7,1,1,,
07JUN2024,Reidsville,Snelson,R,9,79,CH,13,0,0,,
07JUN2024,Reidsville,Snelson,R,9,84,FB,13,1,1,,
07JUN2024,Reidsville,Snelson,R,9,83,FB,13,0,0,,
07JUN2024,Reidsville,Snelson,R,9,85,FB,6,1,0,,
07JUN2024,Reidsville,Snelson,R,9,89,FB,10,0,0,,
07JUN2024,Reidsville,Snelson,R,10,77,CB,10,0,0,,
07JUN2024,Reidsville,Snelson,R,10,86,FB,10,0,0,,
07JUN2024,Reidsville,Snelson,R,10,82,FB,9,1,1,,
07JUN2024,Reidsville,Snelson,R,10,79,SL,11,0,0,,
07JUN2024,Reidsville,Snelson,R,10,85,FB,1,0,0,,
07JUN2024,Reidsville,Snelson,R,10,89,FB,7,1,0,,
07JUN2024,Reidsville,Snelson,R,10,83,FB,6,1,0,,
07JUN2024,Reidsville,Snelson,R,11,83,FB,1,1,0,,
07JUN2024,Reidsville,Snelson,R,11,80,CH,9,0,0,,
07JUN2024,Reidsville,Snelson,R,11,85,FB,2,1,0,,
07JUN2024,Reidsville,Snelson,R,11,80,CH,12,0,0,,
07JUN2024,Reidsville,Snelson,R,11,,CH,8,1,0,,
07JUN2024,Reidsville,Snelson,R,12,78,CB,12,0,0,,
07JUN2024,Reidsville,Snelson,R,12,81,CH,6,1,1,,
07JUN2024,Reidsville,Snelson,R,12,75,CB,12,1,1,,
07JUN2024,Reidsville,Snelson,R,12,75,CB,8,1,0,,
07JUN2024,Reidsville,Snelson,R,12,84,FB,3,1,0,,
07JUN2024,Reidsville,Snelson,R,12,79,CH,5,1,1,,
07JUN2024,Reidsville,Snelson,R,13,83,FB,6,1,0,,
07JUN2024,Reidsville,Snelson,R,14,76,SL,9,0,0,,
07JUN2024,Reidsville,Snelson,R,14,,FB,4,1,0,,
07JUN2024,Reidsville,Snelson,R,15,82,FB,12,0,0,,
07JUN2024,Reidsville,Snelson,R,15,76,CB,7,1,0,,
07JUN2024,Reidsville,Snelson,R,15,79,CB,9,1,1,,
07JUN2024,Reidsville,Snelson,R,15,79,CB,12,1,1,,
07JUN2024,Reidsville,Snelson,R,16,76,SL,13,0,0,,
07JUN2024,Reidsville,Snelson,R,16,82,FB,13,0,0,,
07JUN2024,Reidsville,Snelson,R,16,82,FB,8,1,1,,
07JUN2024,Reidsville,Snelson,R,16,79,CB,12,1,1,,
07JUN2024,Reidsville,Snelson,R,16,81,FB,12,0,0,,
07JUN2024,Reidsville,Snelson,R,16,87,FB,4,1,0,,
07JUN2024,Reidsville,Snelson,L,17,84,FB,13,0,0,,
07JUN2024,Reidsville,Snelson,L,17,,CH,12,0,0,,
07JUN2024,Reidsville,Snelson,L,17,82,FB,12,0,0,,
07JUN2024,Reidsville,Snelson,L,17,83,FB,5,0,0,,
07JUN2024,Reidsville,Snelson,L,17,81,CH,6,1,0,,
30MAY2024,Danville,Miller,L,1,82,FB,6,1,0,,
30MAY2024,Danville,Miller,L,1,80,FB,12,0,0,,
30MAY2024,Danville,Miller,L,1,82,FB,12,0,0,,
30MAY2024,Danville,Miller,L,1,74,SL,12,1,0,,
30MAY2024,Danville,Miller,L,1,82,FB,5,1,0,,
30MAY2024,Danville,Miller,R,2,70,SL,12,0,0,,
30MAY2024,Danville,Miller,R,2,67,SL,4,0,0,,
30MAY2024,Danville,Miller,R,2,67,SL,4,1,0,,
30MAY2024,Danville,Miller,R,3,,FB,13,0,0,,
30MAY2024,Danville,Miller,R,3,73,CH,9,0,0,,
30MAY2024,Danville,Miller,R,3,68,CB,5,1,0,,
30MAY2024,Danville,Miller,R,4,70,SL,12,0,0,,
30MAY2024,Danville,Miller,R,4,76,FB,4,1,0,,
30MAY2024,Danville,Miller,R,4,78,CB,13,1,0,,
30MAY2024,Danville,Miller,R,4,75,CH,10,1,1,,
30MAY2024,Danville,Miller,R,5,71,SL,6,1,1,,
30MAY2024,Danville,Miller,R,5,70,CH,5,1,1,,
30MAY2024,Danville,Miller,R,5,67,CB,13,0,0,,
30MAY2024,Danville,Miller,R,5,66,CB,12,0,0,,
30MAY2024,Danville,Miller,R,5,79,FB,13,0,0,,
30MAY2024,Danville,Miller,R,5,72,CH,10,0,0,,
30MAY2024,Danville,Miller,L,6,81,FB,11,0,0,,
30MAY2024,Danville,Miller,L,6,72,CH,12,0,0,,
30MAY2024,Danville,Miller,L,6,,FB,12,0,0,,
30MAY2024,Danville,Miller,L,6,77,FB,7,1,0,,
30MAY2024,Danville,Miller,L,6,74,CH,3,1,0,,
30MAY2024,Danville,Miller,R,7,78,FB,13,0,0,,
30MAY2024,Danville,Miller,R,7,68,CH,2,1,0,,
30MAY2024,Danville,Miller,L,8,77,FB,11,0,0,,
30MAY2024,Danville,Miller,L,8,77,FB,10,0,0,,
30MAY2024,Danville,Miller,L,8,71,SL,12,0,0,,
30MAY2024,Danville,Miller,L,8,77,FB,13,0,0,,
04JUN2024,High Point,Miller,R,1,81,FB,9,0,0,,
04JUN2024,High Point,Miller,R,1,,FB,13,1,0,,
04JUN2024,High Point,Miller,R,1,78,FB,12,0,0,,
04JUN2024,High Point,Miller,R,1,,CH,6,0,0,,
04JUN2024,High Point,Miller,L,2,81,FB,10,1,1,,
04JUN2024,High Point,Miller,L,2,82,FB,5,0,0,,
04JUN2024,High Point,Miller,L,2,76,CH,12,0,0,,
04JUN2024,High Point,Miller,L,2,75,CH,12,1,1,,
04JUN2024,High Point,Miller,L,3,,FB,5,1,0,,
30MAY2024,Danville,Elliott,R,1,86,FB,4,0,0,,
30MAY2024,Danville,Elliott,R,1,78,CH,8,0,0,,
30MAY2024,Danville,Elliott,R,1,80,CH,12,0,0,,
30MAY2024,Danville,Elliott,R,1,87,FB,1,1,0,,
30MAY2024,Danville,Elliott,R,1,65,CB,10,0,0,,
30MAY2024,Danville,Elliott,R,1,74,CH,4,1,0,,
30MAY2024,Danville,Elliott,R,2,,FB,10,0,0,,
30MAY2024,Danville,Elliott,R,3,,FB,12,0,0,,
30MAY2024,Danville,Elliott,R,3,70,CB,5,0,0,,
30MAY2024,Danville,Elliott,R,3,71,CH,6,1,0,,
30MAY2024,Danville,Elliott,R,4,,FB,6,0,0,,
30MAY2024,Danville,Elliott,R,4,72,SL,5,1,0,,
30MAY2024,Danville,Elliott,R,4,83,FB,8,0,0,,
30MAY2024,Danville,Elliott,R,4,,FB,5,0,0,,
30MAY2024,Danville,Elliott,R,4,73,SL,6,1,1,,
30MAY2024,Danville,Elliott,L,5,84,FB,12,0,0,,
30MAY2024,Danville,Elliott,L,5,85,FB,4,0,0,,
30MAY2024,Danville,Elliott,L,5,77,CH,12,0,0,,
30MAY2024,Danville,Elliott,L,5,76,CH,12,0,0,,
30MAY2024,Danville,Elliott,L,5,75,SL,8,0,0,,
30MAY2024,Danville,Elliott,L,5,78,CH,12,0,0,,
30MAY2024,Danville,Elliott,R,6,71,CB,7,0,0,,
30MAY2024,Danville,Elliott,R,6,,CB,12,1,1,,
30MAY2024,Danville,Elliott,R,6,72,CB,4,1,0,,
30MAY2024,Danville,Elliott,R,6,84,FB,7,1,1,,
30MAY2024,Danville,Elliott,R,7,85,FB,13,0,0,,
30MAY2024,Danville,Elliott,R,7,71,CB,9,1,1,,
30MAY2024,Danville,Elliott,R,7,73,SL,6,1,0,,
30MAY2024,Danville,Elliott,R,8,,SL,11,0,0,,
30MAY2024,Danville,Elliott,R,8,,SL,13,0,0,,
30MAY2024,Danville,Elliott,R,8,71,SL,5,0,0,,
30MAY2024,Danville,Elliott,R,8,,FB,1,1,1,,
30MAY2024,Danville,Elliott,R,8,76,SL,5,1,0,,
30MAY2024,Danville,Elliott,L,9,79,CH,13,0,0,,
30MAY2024,Danville,Elliott,L,9,77,CH,13,0,0,,
30MAY2024,Danville,Elliott,L,9,76,SL,11,0,0,,
30MAY2024,Danville,Elliott,L,9,85,FB,4,0,0,,
30MAY2024,Danville,Elliott,L,9,74,SL,7,0,0,,
30MAY2024,Danville,Elliott,L,9,79,CH,12,0,0,,
30MAY2024,Danville,Elliott,R,10,,FB,9,1,0,,
30MAY2024,Danville,Elliott,R,10,,CB,7,0,0,,
30MAY2024,Danville,Elliott,R,10,72,SL,8,1,0,,
30MAY2024,Danville,Elliott,R,11,,FB,7,1,1,,
30MAY2024,Danville,Elliott,R,11,,FB,8,1,0,,
30MAY2024,Danville,Elliott,R,12,81,FB,6,1,0,,
30MAY2024,Danville,Elliott,L,13,81,FB,13,0,0,,
30MAY2024,Danville,Elliott,L,13,75,SL,4,0,0,,
30MAY2024,Danville,Elliott,L,13,74,SL,12,0,0,,
30MAY2024,Danville,Elliott,L,13,77,CH,10,0,0,,
30MAY2024,Danville,Elliott,L,13,73,SL,4,1,0,,
30MAY2024,Danville,Elliott,L,13,85,FB,5,1,0,,
30MAY2024,Danville,Elliott,L,13,77,CH,1,0,0,,
30MAY2024,Danville,Elliott,R,14,84,FB,11,0,0,,
30MAY2024,Danville,Elliott,R,14,71,SL,7,0,0,,
30MAY2024,Danville,Elliott,R,14,,FB,9,1,0,,
30MAY2024,Danville,Elliott,R,14,73,SL,13,0,0,,
30MAY2024,Danville,Elliott,R,14,71,CB,12,0,0,,
30MAY2024,Danville,Elliott,R,14,,FB,5,1,0,,
05JUN2024,Yorktown,Elliott,L,1,83,FB,8,0,0,,
05JUN2024,Yorktown,Elliott,L,1,73,CH,7,0,0,,
05JUN2024,Yorktown,Elliott,L,1,87,FB,13,0,0,,
05JUN2024,Yorktown,Elliott,L,1,73,CB,10,0,0,,
05JUN2024,Yorktown,Elliott,L,1,83,FB,5,1,0,,
05JUN2024,Yorktown,Elliott,L,2,84,FB,6,1,1,,
05JUN2024,Yorktown,Elliott,L,2,85,FB,12,1,0,,
05JUN2024,Yorktown,Elliott,L,2,84,FB,9,1,0,,
05JUN2024,Yorktown,Elliott,L,3,74,CH,10,0,0,,
05JUN2024,Yorktown,Elliott,L,3,85,FB,6,0,0,,
05JUN2024,Yorktown,Elliott,L,3,77,CH,10,0,0,,
05JUN2024,Yorktown,Elliott,L,3,78,CH,13,0,0,,
05JUN2024,Yorktown,Elliott,R,4,86,FB,5,0,0,,
05JUN2024,Yorktown,Elliott,R,4,76,CH,11,1,1,,
05JUN2024,Yorktown,Elliott,R,4,74,SL,13,0,0,,
05JUN2024,Yorktown,Elliott,R,4,,SL,4,1,1,,
05JUN2024,Yorktown,Elliott,R,5,,FB,12,0,0,,
05JUN2024,Yorktown,Elliott,R,5,86,FB,6,0,0,,
05JUN2024,Yorktown,Elliott,R,5,74,SL,13,0,0,,
05JUN2024,Yorktown,Elliott,R,5,73,SL,13,1,0,,
05JUN2024,Yorktown,Elliott,R,6,72,SL,13,1,1,,
05JUN2024,Yorktown,Elliott,R,6,84,FB,11,0,0,,
05JUN2024,Yorktown,Elliott,R,6,75,CH,8,0,0,,
05JUN2024,Yorktown,Elliott,R,6,84,FB,8,1,0,,
05JUN2024,Yorktown,Elliott,R,7,84,FB,3,1,1,,
05JUN2024,Yorktown,Elliott,R,7,73,CH,11,0,0,,
05JUN2024,Yorktown,Elliott,R,7,73,SL,13,0,0,,
05JUN2024,Yorktown,Elliott,R,7,81,FB,1,1,0,,
05JUN2024,Yorktown,Elliott,R,7,71,CB,6,1,1,,
05JUN2024,Yorktown,Johnson,R,1,67,CB,10,0,0,,
05JUN2024,Yorktown,Johnson,R,1,78,FB,8,0,0,,
05JUN2024,Yorktown,Johnson,R,1,75,CH,6,1,1,,
05JUN2024,Yorktown,Johnson,R,1,64,CB,7,1,0,,
05JUN2024,Yorktown,Johnson,L,2,73,CH,13,0,0,,
05JUN2024,Yorktown,Johnson,L,2,82,FB,13,0,0,,
05JUN2024,Yorktown,Johnson,L,2,78,FB,10,0,0,,
05JUN2024,Yorktown,Johnson,L,2,,FB,6,0,0,,
05JUN2024,Yorktown,Johnson,L,2,,FB,13,1,1,,
05JUN2024,Yorktown,Johnson,L,2,72,SL,12,0,0,,
05JUN2024,Yorktown,Johnson,R,3,67,CB,6,0,0,,
05JUN2024,Yorktown,Johnson,R,3,79,FB,13,1,0,,
05JUN2024,Yorktown,Johnson,R,3,83,FB,8,1,0,,
05JUN2024,Yorktown,Johnson,L,4,80,FB,5,0,0,,
05JUN2024,Yorktown,Johnson,L,4,79,FB,13,0,0,,
05JUN2024,Yorktown,Johnson,L,4,70,CB,13,1,1,,
05JUN2024,Yorktown,Johnson,L,4,80,FB,12,0,0,,
05JUN2024,Yorktown,Johnson,L,4,70,CB,4,1,1,,
05JUN2024,Yorktown,Johnson,L,5,,CH,12,0,0,,
05JUN2024,Yorktown,Johnson,L,5,77,CH,12,1,0,,
05JUN2024,Yorktown,Johnson,L,5,68,CB,6,1,1,,
05JUN2024,Yorktown,Johnson,L,5,65,CB,13,0,0,,
05JUN2024,Yorktown,Johnson,L,5,83,FB,1,1,0,,
05JUN2024,Yorktown,Johnson,L,5,82,FB,10,0,0,,
05JUN2024,Yorktown,Johnson,L,5,77,CH,2,1,0,,
05JUN2024,Yorktown,Johnson,L,5,72,SL,9,0,0,,
05JUN2024,Yorktown,Johnson,L,6,82,FB,10,0,0,,
05JUN2024,Yorktown,Johnson,L,6,69,CB,12,0,0,,
05JUN2024,Yorktown,Johnson,L,6,79,FB,8,1,1,,
05JUN2024,Yorktown,Johnson,L,6,,FB,12,0,0,,
05JUN2024,Yorktown,Johnson,L,6,78,FB,9,1,0,,
05JUN2024,Yorktown,Johnson,L,6,81,FB,5,1,0,,
05JUN2024,Yorktown,Johnson,R,7,70,CB,4,0,0,,
05JUN2024,Yorktown,Johnson,R,7,70,CB,9,0,0,,
05JUN2024,Yorktown,Johnson,R,7,71,CB,9,1,0,,
05JUN2024,Yorktown,Johnson,R,8,69,CB,10,0,0,,
05JUN2024,Yorktown,Johnson,R,8,81,FB,3,1,0,,
05JUN2024,Yorktown,Johnson,R,9,80,FB,10,0,0,,
05JUN2024,Yorktown,Johnson,R,10,66,CB,6,0,0,,
05JUN2024,Yorktown,Johnson,R,10,81,FB,9,1,0,,
05JUN2024,Yorktown,Johnson,R,10,72,SL,13,1,0,,
05JUN2024,Yorktown,Johnson,R,10,79,FB,8,0,0,,
05JUN2024,Yorktown,Johnson,R,10,81,FB,12,0,0,,
05JUN2024,Yorktown,Johnson,R,10,70,CB,6,1,1,,
05JUN2024,Yorktown,Johnson,R,10,66,CB,12,1,1,,
05JUN2024,Yorktown,Johnson,R,11,82,FB,8,1,0,,
05JUN2024,Yorktown,Johnson,R,11,78,FB,11,0,0,,
05JUN2024,Yorktown,Johnson,R,11,,CB,4,1,0,,
05JUN2024,Yorktown,Johnson,L,12,79,FB,4,0,0,,
05JUN2024,Yorktown,Johnson,L,12,79,FB,4,1,0,,
05JUN2024,Yorktown,Johnson,R,13,65,CB,8,0,0,,
05JUN2024,Yorktown,Johnson,R,13,81,FB,13,0,0,,
05JUN2024,Yorktown,Johnson,R,13,70,CB,11,0,0,,
05JUN2024,Yorktown,Johnson,R,13,83,FB,7,1,1,,
05JUN2024,Yorktown,Johnson,R,13,78,FB,13,1,0,,
05JUN2024,Yorktown,Johnson,R,14,67,CB,5,1,0,,
05JUN2024,Yorktown,Johnson,L,15,76,CH,7,0,0,,
05JUN2024,Yorktown,Johnson,L,15,78,FB,10,1,1,,
05JUN2024,Yorktown,Johnson,L,15,,CH,7,1,0,,
05JUN2024,Yorktown,Johnson,L,16,80,FB,1,0,0,,
05JUN2024,Yorktown,Johnson,L,16,81,FB,1,0,0,,
05JUN2024,Yorktown,Johnson,L,17,81,FB,12,0,0,,
05JUN2024,Yorktown,Johnson,L,17,81,FB,12,0,0,,
05JUN2024,Yorktown,Johnson,L,17,79,FB,7,1,0,,
05JUN2024,Yorktown,Johnson,R,18,77,CH,11,0,0,,
05JUN2024,Yorktown,Johnson,R,18,,FB,13,0,0,,
05JUN2024,Yorktown,Johnson,R,18,77,FB,4,0,0,,
05JUN2024,Yorktown,Johnson,R,18,69,CB,2,1,1,,
05JUN2024,Yorktown,Johnson,R,18,65,CB,5,1,1,,
05JUN2024,Yorktown,Johnson,L,19,68,CB,13,0,0,,
05JUN2024,Yorktown,Johnson,L,19,80,FB,12,0,0,,
05JUN2024,Yorktown,Johnson,L,19,76,CH,13,0,0,,
05JUN2024,Yorktown,Johnson,L,19,80,FB,8,1,1,,
05JUN2024,Yorktown,Johnson,L,19,,CH,13,0,0,,
05JUN2024,Yorktown,Johnson,R,20,79,FB,1,1,0,,
05JUN2024,Yorktown,Johnson,R,21,69,CB,6,0,0,,
05JUN2024,Yorktown,Johnson,R,21,67,CB,13,0,0,,
05JUN2024,Yorktown,Johnson,R,21,77,FB,6,0,0,,
05JUN2024,Yorktown,Johnson,R,21,68,CB,11,0,0,,
05JUN2024,Yorktown,Johnson,R,21,70,CB,,,,,
05JUN2024,Yorktown,Johnson,R,21,67,CB,10,0,0,,
05JUN2024,Yorktown,Johnson,R,21,,FB,10,0,0,,
05JUN2024,Yorktown,Johnson,L,22,69,CB,11,0,0,,
05JUN2024,Yorktown,Johnson,L,22,,SL,13,1,1,,
05JUN2024,Yorktown,Johnson,L,22,63,SL,5,1,0,,
28MAY2024,Carolina,Johnson,,,80,FB,7,0,0,,
28MAY2024,Carolina,Johnson,,,,CB,6,0,0,,
28MAY2024,Carolina,Johnson,,,,FB,8,1,0,,
28MAY2024,Carolina,Johnson,,,78,FB,5,1,1,,
28MAY2024,Carolina,Johnson,,,71,SL,13,0,0,,
28MAY2024,Carolina,Johnson,,,,CB,12,0,0,,
28MAY2024,Carolina,Johnson,,,,FB,5,0,0,,
28MAY2024,Carolina,Johnson,,,70,CH,13,0,0,,
28MAY2024,Carolina,Johnson,,,,FB,11,0,0,,
28MAY2024,Carolina,Johnson,,,,FB,12,0,0,,
28MAY2024,Carolina,Johnson,,,75,SL,9,1,1,,
28MAY2024,Carolina,Johnson,,,70,CB,13,0,0,,
28MAY2024,Carolina,Johnson,,,,FB,8,1,1,,
28MAY2024,Carolina,Johnson,,,77,FB,12,0,0,,
28MAY2024,Carolina,Johnson,,,68,CH,2,1,0,,
28MAY2024,Carolina,Johnson,,,70,CB,6,1,0,,
28MAY2024,Carolina,Johnson,,,67,CH,5,1,0,,
28MAY2024,Carolina,Johnson,,,82,FB,7,0,0,,
